,bagni,locali,piano,prezzo(€),superficie
659,2.0,4.0,1.0,225000,120.0
660,2.0,3.0,8.0,542000,88.0
661,1.0,3.0,2.0,295000,85.0
662,2.0,5.0,2.0,770000,140.0
663,1.0,3.0,0.5,260000,107.0
664,3.5,5.5,0.5,840000,250.0
665,2.0,3.0,0.5,495000,92.0
666,2.0,3.0,3.0,269000,104.0
667,1.0,3.0,11.5,290000,76.0
668,3.5,5.5,3.0,980000,300.0
669,3.0,5.5,2.0,725000,180.0
670,1.0,3.0,0.5,325000,85.0
671,1.0,1.0,4.0,149000,40.0
672,2.0,5.0,2.0,490000,145.0
673,1.0,2.0,11.5,234000,70.0
674,3.0,4.0,11.5,750000,225.0
675,2.0,5.0,3.0,475000,120.0
676,1.0,3.0,3.0,285000,90.0
677,2.0,5.5,5.0,650000,190.0
678,3.0,5.0,2.0,1150000,215.0
679,1.0,2.0,7.0,240000,56.0
680,1.0,2.0,2.0,207000,55.0
681,1.0,3.0,1.0,230000,85.0
682,1.0,2.0,0.5,190000,50.0
683,1.0,3.0,2.0,430000,96.0
684,3.0,5.0,1.0,645000,173.0
685,1.0,2.0,3.0,400000,53.0
686,1.0,3.0,5.0,225000,73.0
687,1.0,2.0,4.0,335000,90.0
688,1.0,2.0,1.0,179000,65.0
689,1.0,2.0,2.0,164000,60.0
690,1.0,2.0,1.0,212000,60.0
691,2.0,3.0,0.5,295000,167.0
692,1.0,3.0,3.0,115000,45.0
693,1.0,2.0,0.3,145000,68.0
694,2.0,5.5,2.0,1070000,200.0
695,2.0,4.0,2.0,389000,115.0
696,2.0,5.0,1.0,380000,140.0
697,2.0,4.0,3.0,1250000,125.0
698,2.0,4.0,2.0,780000,155.0
699,2.0,5.5,5.0,1590000,200.0
700,2.0,4.0,1.0,590000,140.0
701,1.0,2.0,0.5,120000,60.0
702,1.0,4.0,0.5,290000,144.0
703,2.0,3.0,3.0,200000,110.0
704,2.0,3.0,1.0,595000,95.0
705,1.0,4.0,0.5,249000,120.0
706,3.0,5.0,4.0,650000,206.0
707,3.0,5.5,6.0,1090000,254.0
708,2.0,5.5,0.5,950000,160.0
709,3.0,5.0,1.0,780000,155.0
710,3.0,4.0,2.0,950000,172.0
711,1.0,4.0,3.0,219000,70.0
712,1.0,2.0,2.0,125000,55.0
713,3.0,5.5,1.0,590000,137.0
714,1.0,1.0,4.0,169000,55.0
715,1.0,2.0,1.0,160000,58.0
716,1.0,4.0,1.0,290000,99.0
717,3.0,5.5,11.5,1780000,220.0
718,3.5,5.5,11.5,2900000,340.0
719,1.0,2.0,1.0,219000,60.0
720,1.0,3.0,1.0,155000,75.0
721,2.0,4.0,3.0,218000,102.0
722,3.0,5.5,6.0,760000,220.0
723,1.0,1.0,0.3,155000,25.0
724,3.0,4.0,1.0,660000,174.0
725,1.0,3.0,2.0,498000,85.0
726,1.0,4.0,4.0,379000,110.0
727,3.5,5.5,2.0,1295000,288.0
728,2.0,4.0,2.0,249000,115.0
729,1.0,4.0,1.0,420000,115.0
730,1.0,3.0,4.0,440000,70.0
731,2.0,5.5,4.0,750000,199.0
732,2.0,5.0,0.5,460000,130.0
733,2.0,4.0,3.0,1280000,120.0
734,3.0,5.5,2.0,800000,226.0
735,1.0,2.0,1.0,690000,70.0
736,1.0,2.0,2.0,335000,70.0
737,2.0,5.0,2.0,440000,120.0
738,1.0,3.0,2.0,395000,95.0
739,1.0,1.0,0.5,99500,45.0
740,2.0,5.5,11.5,730000,180.0
741,1.0,3.0,0.5,239000,75.0
742,3.5,5.5,2.0,1250000,220.0
743,3.0,5.5,1.0,595000,200.0
744,2.0,4.0,1.0,880000,145.0
745,1.0,4.0,11.5,550000,100.0
746,1.0,1.0,2.0,149000,49.0
747,2.0,3.0,0.5,298000,85.0
748,3.0,5.5,11.5,1680000,249.0
749,1.0,2.0,2.0,740000,90.0
750,1.0,3.0,5.0,275000,82.0
751,1.0,3.0,1.0,235900,81.0
752,2.0,4.0,5.0,275000,99.0
753,2.0,4.0,5.0,545000,127.0
754,1.0,2.0,0.5,330000,50.0
755,2.0,4.0,9.0,295000,128.0
756,2.0,5.5,5.0,525000,170.0
757,2.0,5.0,2.0,590000,164.0
758,3.0,5.5,2.0,750000,154.0
759,2.0,3.0,5.0,420000,90.0
760,1.0,2.0,3.0,219000,61.0
761,1.0,2.0,11.5,350000,99.0
762,2.0,5.0,3.0,480000,135.0
763,2.0,4.0,2.0,1150000,115.0
764,1.0,1.0,11.0,317000,60.0
765,1.0,2.0,11.0,395000,88.0
766,2.0,3.0,11.0,966000,191.0
767,2.0,3.0,6.0,488000,130.0
768,2.0,3.0,2.0,420000,90.0
769,2.0,4.0,4.0,479000,110.0
770,3.0,5.5,5.0,759000,160.0
771,1.0,2.0,11.5,262500,73.0
772,1.0,2.0,0.5,260000,50.0
773,2.0,5.0,4.0,670000,180.0
774,2.0,3.0,0.5,480000,90.0
775,3.0,5.5,11.5,2280000,290.0
776,1.0,4.0,5.0,250000,112.0
777,1.0,4.0,5.0,630000,151.0
778,3.0,4.0,2.0,519000,140.0
779,1.0,2.0,1.0,164000,60.0
780,2.0,3.0,11.5,129000,79.0
781,2.0,3.0,4.0,1000000,88.0
782,2.0,4.0,3.0,459000,147.0
783,1.0,1.0,11.0,307000,60.0
784,3.5,5.0,2.0,749000,190.0
785,1.0,2.0,1.0,159000,45.0
786,1.0,2.0,8.0,330000,56.0
787,3.0,5.5,11.5,1350000,229.0
788,2.0,5.5,0.3,870000,200.0
789,2.0,5.0,11.5,740000,145.0
790,2.0,4.0,4.0,280000,120.0
791,1.0,4.0,3.0,230000,100.0
792,1.0,2.0,6.0,190000,67.0
793,1.0,2.0,1.0,180000,50.0
794,1.0,5.5,2.0,440000,110.0
795,1.0,3.0,6.0,239000,70.0
796,1.0,3.0,0.3,249000,100.0
797,2.0,5.5,0.5,380000,140.0
798,1.0,3.0,1.0,350000,100.0
799,1.0,3.0,0.3,155000,65.0
800,1.0,4.0,3.0,260000,111.0
801,1.0,3.0,11.5,930000,95.0
802,1.0,3.0,4.0,600000,120.0
803,2.0,4.0,1.0,489000,139.0
804,1.0,3.0,4.0,230000,78.0
805,1.0,4.0,5.0,920000,204.0
806,2.0,5.5,4.0,799000,135.0
807,2.0,5.5,4.0,950000,190.0
808,2.0,5.5,2.0,550000,155.0
809,2.0,5.0,2.0,450000,127.0
810,1.0,2.0,6.0,395000,75.0
811,1.0,4.0,2.0,228000,95.0
812,1.0,4.0,0.3,530000,125.0
813,3.5,5.5,11.5,3500000,389.0
814,2.0,4.0,4.0,225000,100.0
815,2.0,4.0,3.0,1200000,170.0
816,2.0,5.5,11.5,1090000,200.0
817,3.0,5.5,2.0,950000,220.0
818,2.0,4.0,2.0,630000,160.0
819,1.0,3.0,4.0,295000,79.0
820,2.0,3.0,3.0,558000,93.0
821,2.0,3.0,0.5,189000,80.0
822,2.0,3.0,4.0,565000,90.0
823,1.0,3.0,1.0,195000,87.0
824,3.5,5.5,4.0,1150000,270.0
825,1.0,2.0,11.5,410000,45.0
826,1.0,3.0,0.5,155000,60.0
827,1.0,3.0,1.0,165000,75.0
828,1.0,2.0,0.5,239000,80.0
829,2.0,3.0,0.3,359000,138.0
830,1.0,2.0,1.0,229000,67.0
831,2.0,3.0,1.0,129000,115.0
832,2.0,2.0,1.0,176000,42.0
833,2.0,4.0,11.5,1280000,135.0
834,2.0,4.0,2.0,1090000,140.0
835,1.0,3.0,0.5,273000,71.0
836,1.0,5.0,11.5,370000,104.0
837,2.0,3.0,3.0,150000,70.0
838,1.0,2.0,3.0,135000,62.0
839,2.0,4.0,0.5,248000,90.0
840,1.0,3.0,1.0,179000,75.0
841,2.0,4.0,2.0,439000,140.0
842,2.0,4.0,6.0,410000,124.0
843,1.0,2.0,0.5,233000,53.0
844,2.0,5.5,11.5,629000,190.0
845,2.0,4.0,1.0,695000,136.0
846,2.0,4.0,4.0,365000,134.0
847,2.0,5.0,1.0,485000,140.0
848,3.0,5.5,2.0,860000,200.0
849,2.0,3.0,5.0,179000,85.0
850,2.0,3.0,3.0,365000,90.0
851,1.0,3.0,4.0,270000,121.0
852,1.0,2.0,2.0,166000,76.0
853,2.0,4.0,0.5,375000,116.0
854,2.0,3.0,0.5,295000,100.0
855,1.0,2.0,1.0,371000,60.0
856,2.0,5.5,2.0,590000,170.0
857,2.0,5.5,1.0,450000,150.0
858,2.0,5.5,0.0,1750000,1.8
859,1.0,3.0,1.0,280000,88.0
860,2.0,4.0,6.0,249000,120.0
861,1.0,4.0,3.0,265000,126.0
862,1.0,2.0,1.0,185000,80.0
863,1.0,2.0,1.0,238000,60.0
864,3.0,5.5,2.0,590000,160.0
865,1.0,4.0,1.0,249000,105.0
866,3.0,5.5,5.0,1330000,216.0
867,3.0,4.0,1.0,348000,175.0
868,2.0,5.5,0.5,569000,200.0
869,2.0,3.0,1.0,155000,90.0
870,1.0,2.0,0.5,169000,72.0
871,2.0,5.0,2.0,440000,140.0
872,2.0,3.0,0.5,280000,80.0
873,1.0,2.0,6.0,225000,72.0
874,1.0,3.0,1.0,210000,80.0
875,2.0,5.0,0.3,565000,150.0
876,2.0,5.0,5.0,490000,160.0
877,3.0,5.5,3.0,649000,160.0
878,1.0,2.0,0.5,125000,40.0
879,3.5,5.5,1.0,699000,210.0
880,2.0,4.0,1.0,780000,140.0
881,2.0,4.0,3.0,390000,119.0
882,3.0,4.0,11.5,520000,120.0
883,3.0,4.0,11.5,590000,160.0
884,2.0,2.0,2.0,239000,78.0
885,1.0,2.0,0.3,195000,60.0
886,3.0,4.0,11.5,385000,160.0
887,1.0,2.0,2.0,155000,65.0
888,1.0,2.0,1.0,154000,56.0
889,1.0,3.0,0.5,380000,74.0
890,2.0,3.0,0.5,365000,118.0
891,1.0,3.0,6.0,272000,85.0
892,2.0,3.0,0.3,340000,140.0
893,1.0,3.0,4.0,239000,115.0
894,1.0,3.0,4.0,219000,90.0
895,2.0,3.0,4.0,235000,100.0
896,1.0,3.0,1.0,189000,70.0
897,3.0,5.0,1.0,1700000,225.0
898,2.0,4.0,0.5,239000,85.0
899,1.0,3.0,2.0,365000,88.0
900,2.0,5.0,2.0,235000,130.0
901,1.0,4.0,4.0,465000,105.0
902,2.0,3.0,8.0,335000,100.0
903,1.0,4.0,1.0,510000,110.0
904,2.0,3.0,0.5,285000,94.0
905,2.0,3.0,0.5,259000,72.0
906,1.0,2.0,11.5,215000,70.0
907,1.0,3.0,2.0,195000,73.0
908,2.0,5.0,2.0,1649000,240.0
909,2.0,3.0,11.5,315000,75.0
910,2.0,3.0,2.0,615000,96.0
911,1.0,3.0,1.0,249000,65.0
912,2.0,5.0,4.0,640000,160.0
913,1.0,1.0,6.0,320000,30.0
914,1.0,3.0,3.0,340000,93.0
915,1.0,3.0,2.0,210000,70.0
916,1.0,3.0,1.0,189000,65.0
917,1.0,2.0,1.0,149000,55.0
918,3.0,4.0,0.5,765000,110.0
919,1.0,2.0,3.0,135000,55.0
920,1.0,1.0,2.0,210000,43.0
921,2.0,5.5,2.0,2350000,271.0
922,3.0,4.0,4.0,1350000,140.0
923,3.0,5.5,2.0,790000,170.0
924,1.0,4.0,11.5,419000,135.0
925,2.0,5.5,4.0,690000,130.0
926,2.0,5.0,3.0,780000,180.0
927,2.0,3.0,1.0,395000,96.0
928,1.0,3.0,3.0,230000,76.0
929,2.0,3.0,3.0,850000,140.0
930,1.0,2.0,11.5,345000,84.0
931,1.0,2.0,2.0,160000,60.0
932,1.0,3.0,2.0,395000,110.0
933,2.0,5.0,4.0,495000,151.0
934,3.0,5.0,4.0,495000,155.0
935,1.0,2.0,2.0,375000,65.0
936,1.0,3.0,2.0,179000,90.0
937,3.0,5.5,0.3,1190000,270.0
938,1.0,2.0,11.5,195000,64.0
939,2.0,3.0,1.0,495000,124.0
940,2.0,3.0,3.0,370000,120.0
941,1.0,3.0,5.0,348000,120.0
942,1.0,3.0,2.0,149000,80.0
943,3.0,5.5,2.0,1490000,304.0
944,1.0,2.0,0.5,250000,65.0
945,1.0,3.0,2.0,419000,80.0
946,1.0,3.0,11.5,795000,126.0
947,2.0,3.0,3.0,495000,120.0
948,1.0,1.0,2.0,128000,35.0
949,3.5,5.5,3.0,1390000,403.0
950,2.0,5.0,0.5,595000,159.0
951,3.0,5.5,2.0,1030000,228.0
952,1.0,1.0,1.0,105000,50.0
953,1.0,3.0,11.5,230000,90.0
954,1.0,3.0,2.0,259000,87.0
955,2.0,4.0,0.5,295000,116.0
956,2.0,5.0,11.5,780000,135.0
957,1.0,2.0,4.0,210000,65.0
958,1.0,2.0,2.0,216000,78.0
959,3.0,4.0,6.0,695000,155.0
960,2.0,3.0,0.5,215000,73.0
961,2.0,4.0,1.0,450000,120.0
962,2.0,5.5,2.0,890000,160.0
963,2.0,5.0,3.0,840000,155.0
964,2.0,4.0,11.5,358000,120.0
965,1.0,4.0,1.0,520000,100.0
966,2.0,3.0,1.0,228000,72.0
967,1.0,2.0,11.0,454000,93.0
968,1.0,3.0,1.0,185000,75.0
969,1.0,3.0,7.0,209000,85.0
970,1.0,3.0,2.0,169000,80.0
971,2.0,5.0,2.0,450000,130.0
972,1.0,3.0,3.0,240000,87.0
973,2.0,5.5,2.0,595000,177.0
974,1.0,3.0,1.0,388000,80.0
975,2.0,3.0,0.5,289000,84.0
976,1.0,2.0,4.0,450000,51.0
977,2.0,5.5,5.0,1090000,210.0
978,1.0,2.0,0.5,360000,47.0
979,1.0,4.0,1.0,175000,84.0
980,1.0,2.0,0.5,360000,47.0
981,1.0,3.0,0.5,550000,103.0
982,2.0,4.0,1.0,219000,90.0
983,1.0,3.0,0.3,257000,87.0
984,1.0,2.0,1.0,230000,35.0
985,1.0,3.0,1.0,250000,70.0
986,2.0,5.0,0.3,290000,160.0
987,2.0,4.0,0.3,169000,115.0
988,2.0,3.0,0.5,395000,100.0
989,1.0,5.0,11.5,429000,70.0
990,1.0,3.0,3.0,280000,70.0
991,1.0,3.0,1.0,270000,92.0
992,1.0,3.0,0.3,128000,50.0
993,1.0,3.0,6.0,484000,90.0
994,1.0,3.0,2.0,429000,88.0
995,1.0,4.0,1.0,239000,92.0
996,3.0,5.0,2.0,765000,172.0
997,2.0,5.5,0.3,2150000,271.0
998,1.0,3.0,1.0,240000,80.0
999,2.0,4.0,2.0,520000,120.0
1000,2.0,4.0,4.0,399000,130.0
1001,2.0,5.0,4.0,695000,163.0
1002,2.0,5.0,5.0,690000,155.0
1003,2.0,4.0,11.5,1750000,220.0
1004,2.0,4.0,0.3,490000,100.0
1005,2.0,4.0,1.0,345000,95.0
1006,1.0,2.0,1.0,150000,65.0
1007,1.0,5.0,3.0,439000,108.0
1008,1.0,3.0,1.0,235000,100.0
1009,1.0,3.0,0.5,135000,82.0
1010,1.0,2.0,3.0,165000,70.0
1011,1.0,5.0,11.5,660000,135.0
1012,1.0,2.0,1.0,190000,53.0
1013,1.0,2.0,0.5,165000,50.0
1014,1.0,3.0,6.0,320000,125.0
1015,2.0,3.0,2.0,239000,100.0
1016,1.0,3.0,1.0,210000,70.0
1017,1.0,3.0,2.0,119000,60.0
1018,1.0,4.0,5.0,285000,132.0
1019,1.0,3.0,5.0,210000,90.0
1020,2.0,3.0,1.0,340000,82.0
1021,2.0,4.0,2.0,250000,85.0
1022,2.0,3.0,2.0,600000,150.0
1023,1.0,2.0,1.0,550000,80.0
1024,1.0,2.0,1.0,138000,50.0
1025,2.0,5.0,0.5,525000,150.0
1026,2.0,5.0,5.0,850000,180.0
1027,3.0,5.0,1.0,569000,150.0
1028,3.0,4.0,1.0,520000,133.0
1029,1.0,4.0,0.5,160000,94.0
1030,1.0,2.0,0.5,199000,45.0
1031,1.0,2.0,0.5,64000,33.0
1032,2.0,4.0,1.0,290000,80.0
1033,2.0,5.0,1.0,510000,125.0
1034,3.0,5.5,1.0,980000,180.0
1035,1.0,2.0,2.0,225000,58.0
1036,2.0,3.0,1.0,435000,106.0
1037,1.0,3.0,1.0,220000,75.0
1038,2.0,5.5,3.0,560000,160.0
1039,1.0,3.0,0.5,340000,115.0
1040,1.0,2.0,11.5,225000,70.0
1041,3.5,5.5,4.0,1250000,204.0
1042,2.0,4.0,2.0,325000,100.0
1043,2.0,3.0,3.0,315000,80.0
1044,1.0,3.0,2.0,235000,75.0
1045,3.0,5.0,1.0,388000,150.0
1046,2.0,4.0,3.0,360000,115.0
1047,1.0,3.0,5.0,540000,108.0
1048,2.0,5.0,1.0,320000,145.0
1049,1.0,3.0,2.0,225000,95.0
1050,1.0,2.0,6.0,198000,60.0
1051,2.0,5.5,1.0,1300000,200.0
1052,1.0,3.0,2.0,215000,70.0
1053,3.0,5.5,2.0,1180000,275.0
1054,2.0,5.5,1.0,750000,191.0
1055,2.0,5.5,1.0,570000,140.0
1056,2.0,3.0,0.5,460000,87.0
1057,1.0,3.0,7.0,178000,59.0
1058,1.0,4.0,0.3,164000,85.0
1059,1.0,3.0,1.0,270000,90.0
1060,1.0,3.0,3.0,190000,112.0
1061,1.0,3.0,4.0,159000,110.0
1062,2.0,5.0,2.0,650000,140.0
1063,2.0,3.0,1.0,450000,100.0
1064,1.0,3.0,11.5,410000,85.0
1065,2.0,3.0,1.0,490000,92.0
1066,3.5,4.0,2.0,1850000,247.0
1067,1.0,2.0,0.5,380000,50.0
1068,2.0,4.0,1.0,289000,125.0
1069,1.0,3.0,3.0,360000,110.0
1070,1.0,4.0,2.0,399000,100.0
1071,1.0,3.0,11.5,415000,70.0
1072,1.0,2.0,0.5,298000,47.0
1073,2.0,4.0,4.0,289000,112.0
1074,2.0,3.0,3.0,236000,87.0
1075,1.0,4.0,4.0,795000,115.0
1076,1.0,2.0,2.0,169800,60.0
1077,2.0,3.0,7.0,335000,97.0
1078,1.0,2.0,1.0,279000,65.0
1079,2.0,4.0,0.5,179000,70.0
1080,1.0,2.0,0.3,315000,60.0
1081,1.0,2.0,6.0,189000,70.0
1082,1.0,2.0,2.0,210000,80.0
1083,1.0,2.0,3.0,135000,60.0
1084,3.0,5.0,2.0,635000,217.0
1085,1.0,2.0,2.0,289000,65.0
1086,2.0,4.0,4.0,625000,130.0
1087,1.0,3.0,2.0,435000,90.0
1088,2.0,4.0,2.0,230000,125.0
1089,1.0,3.0,2.0,200000,80.0
1090,2.0,4.0,8.0,410000,144.0
1091,2.0,5.5,1.0,1160000,273.0
1092,1.0,3.0,1.0,275000,104.0
1093,2.0,4.0,2.0,595000,90.0
1094,2.0,4.0,1.0,275000,140.0
1095,2.0,4.0,2.0,195000,80.0
1096,1.0,2.0,2.0,209000,50.0
1097,2.0,5.0,4.0,545000,153.0
1098,1.0,3.0,1.0,155000,80.0
1099,2.0,5.0,3.0,950000,185.0
1100,2.0,4.0,1.0,215000,87.0
1101,1.0,3.0,1.0,499000,125.0
1102,2.0,4.0,2.0,595000,90.0
1103,2.0,5.5,0.5,319000,100.0
1104,2.0,3.0,3.0,385000,135.0
1105,1.0,3.0,8.0,299000,90.0
1106,1.0,3.0,2.0,375000,87.0
1107,1.0,3.0,5.0,229000,85.0
1108,1.0,2.0,4.0,209000,65.0
1109,1.0,2.0,0.5,140000,40.0
1110,1.0,2.0,3.0,135000,63.0
1111,2.0,3.0,2.0,159000,66.0
1112,1.0,2.0,1.0,119800,40.0
1113,3.0,5.5,0.5,337000,160.0
1114,1.0,3.0,7.0,420000,110.0
1115,2.0,5.0,1.0,355000,140.0
1116,3.5,5.0,0.5,790000,190.0
1117,1.0,2.0,0.3,268000,50.0
1118,1.0,3.0,1.0,419000,100.0
1119,1.0,3.0,1.0,240000,95.0
1120,1.0,2.0,1.0,249000,60.0
1121,1.0,1.0,0.0,145000,56.0
1122,2.0,4.0,2.0,159000,115.0
1123,3.0,5.5,11.5,590000,155.0
1124,3.5,3.0,0.5,234000,85.0
1125,2.0,3.0,1.0,299000,100.0
1126,1.0,2.0,0.5,160000,55.0
1127,1.0,3.0,5.0,420000,63.0
1128,2.0,5.0,2.0,455000,140.0
1129,1.0,2.0,0.5,279000,65.0
1130,2.0,3.0,4.0,319000,115.0
1131,3.0,5.5,0.5,795000,175.0
1132,2.0,5.0,2.0,495000,180.0
1133,2.0,5.0,2.0,575000,128.0
1134,2.0,4.0,1.0,600000,140.0
1135,1.0,2.0,1.0,145000,50.0
1136,1.0,2.0,1.0,203000,52.0
1137,1.0,3.0,1.0,185000,80.0
1138,1.0,4.0,4.0,399000,120.0
1139,1.0,2.0,3.0,279000,64.0
1140,2.0,4.0,11.5,159000,100.0
1141,3.5,3.0,2.0,325000,120.0
1142,2.0,3.0,11.5,342000,84.0
1143,1.0,3.0,3.0,199000,94.0
1144,2.0,4.0,4.0,349000,135.0
1145,2.0,4.0,1.0,380000,127.0
1146,1.0,3.0,4.0,394000,105.0
1147,2.0,3.0,4.0,269000,85.0
1148,1.0,3.0,3.0,630000,131.0
1149,1.0,3.0,1.0,369000,103.0
1150,3.0,3.0,11.5,370000,115.0
1151,1.0,2.0,1.0,159000,50.0
1152,1.0,3.0,0.3,239000,60.0
1153,1.0,3.0,4.0,308000,100.0
1154,1.0,2.0,2.0,260000,68.0
1155,1.0,2.0,0.5,165000,62.0
1156,2.0,4.0,2.0,895000,147.0
1157,1.0,2.0,0.5,238000,60.0
1158,1.0,3.0,4.0,330000,78.0
1159,1.0,2.0,3.0,199000,65.0
1160,2.0,5.5,1.0,470000,175.0
1161,1.0,2.0,11.5,600000,60.0
1162,1.0,3.0,1.0,169000,90.0
1163,1.0,2.0,1.0,150000,50.0
1164,1.0,2.0,3.0,135000,60.0
1165,2.0,4.0,2.0,385000,116.0
1166,2.0,5.5,4.0,1150000,320.0
1167,2.0,5.0,1.0,560000,161.0
1168,3.0,5.5,11.0,810000,215.0
1169,1.0,3.0,3.0,390000,111.0
1170,1.0,3.0,11.5,289000,102.0
1171,2.0,3.0,4.0,645000,118.0
1172,1.0,3.0,1.0,319000,85.0
1173,2.0,3.0,3.0,780000,120.0
1174,1.0,4.0,4.0,148000,100.0
1175,3.0,4.0,4.0,520000,122.0
1176,2.0,4.0,1.0,345000,107.0
1177,3.0,5.0,3.0,620000,151.0
1178,1.0,3.0,0.5,195000,71.0
1179,2.0,3.0,3.0,349000,80.0
1180,1.0,2.0,0.5,295000,66.0
1181,2.0,3.0,2.0,219000,104.0
1182,2.0,3.0,3.0,370000,80.0
1183,3.0,5.5,11.5,790000,130.0
1184,2.0,5.0,1.0,590000,145.0
1185,1.0,3.0,3.0,285000,110.0
1186,3.0,4.0,1.0,329000,100.0
1187,3.0,5.0,1.0,550000,200.0
1188,1.0,1.0,0.0,149000,30.0
1189,3.0,5.0,1.0,575000,173.0
1190,1.0,2.0,2.0,249000,68.0
1191,3.0,5.5,9.0,450000,190.0
1192,1.0,3.0,1.0,159000,81.0
1193,1.0,4.0,11.5,309000,110.0
1194,2.0,5.0,0.5,569000,150.0
1195,1.0,2.0,11.5,120000,43.0
1196,1.0,1.0,0.5,125000,40.0
1197,1.0,3.0,0.5,260000,100.0
1198,1.0,2.0,0.0,79000,47.0
1199,2.0,4.0,3.0,189000,125.0
1200,1.0,1.0,1.0,255000,45.0
1201,1.0,3.0,0.5,135000,70.0
1202,1.0,2.0,3.0,310000,65.0
1203,1.0,2.0,2.0,129000,61.0
1204,2.0,3.0,11.5,760000,105.0
1205,1.0,2.0,1.0,285000,60.0
1206,2.0,4.0,0.5,349000,150.0
1207,2.0,4.0,1.0,485000,120.0
1208,1.0,3.0,4.0,298000,75.0
1209,1.0,1.0,0.3,200000,51.0
1210,1.0,3.0,1.0,415000,115.0
1211,2.0,3.0,11.5,500000,170.0
1212,2.0,3.0,6.0,315000,110.0
1213,2.0,3.0,0.5,356000,99.0
1214,1.0,2.0,1.0,159000,92.0
1215,1.0,2.0,1.0,129000,51.0
1216,1.0,3.0,5.0,229000,81.0
1217,2.0,3.0,2.0,285000,95.0
1218,1.0,3.0,0.5,295000,60.0
1219,2.0,4.0,8.0,470000,135.0
1220,2.0,3.0,0.5,340000,95.0
1221,1.0,2.0,3.0,218000,55.0
1222,1.0,2.0,11.5,158000,50.0
1223,3.5,5.0,1.0,790000,165.0
1224,1.0,5.0,1.0,550000,140.0
1225,1.0,3.0,1.0,220000,65.0
1226,2.0,4.0,0.5,386500,92.0
1227,1.0,2.0,3.0,180000,70.0
1228,1.0,3.0,0.5,230000,71.0
1229,2.0,5.0,4.0,299000,110.0
1230,2.0,5.0,3.0,460000,122.0
1231,3.0,5.0,1.0,315000,160.0
1232,1.0,2.0,4.0,275000,68.0
1233,1.0,3.0,6.0,310000,90.0
1234,2.0,4.0,1.0,189000,75.0
1235,1.0,2.0,0.3,250000,65.0
1236,2.0,3.0,2.0,299000,85.0
1237,1.0,2.0,11.5,209000,71.0
1238,1.0,4.0,1.0,365000,110.0
1239,2.0,5.0,1.0,420000,155.0
1240,1.0,2.0,1.0,280000,63.0
1241,2.0,4.0,1.0,599000,110.0
1242,1.0,2.0,0.5,310000,97.0
1243,1.0,4.0,7.0,275000,100.0
1244,2.0,4.0,1.0,498000,110.0
1245,1.0,5.0,2.0,695000,130.0
1246,1.0,3.0,11.5,295000,65.0
1247,2.0,5.0,5.0,670000,159.0
1248,1.0,2.0,7.0,355000,60.0
1249,2.0,4.0,11.5,550000,131.0
1250,2.0,4.0,1.0,650000,98.0
1251,1.0,3.0,2.0,295000,80.0
1252,2.0,5.0,1.0,390000,150.0
1253,1.0,2.0,0.5,89000,43.0
1254,1.0,2.0,1.0,165000,55.0
1255,1.0,3.0,1.0,175000,90.0
1256,3.0,5.0,11.5,465000,100.0
1257,2.0,5.0,3.0,299000,118.0
1258,2.0,3.0,1.0,330000,93.0
1259,1.0,3.0,1.0,295000,70.0
1260,1.0,3.0,2.0,269000,95.0
1261,2.0,5.0,2.0,598000,183.0
1262,1.0,4.0,4.0,349000,104.0
1263,2.0,3.0,1.0,490000,139.0
1264,2.0,4.0,0.5,489000,100.0
1265,1.0,3.0,11.5,225000,75.0
1266,1.0,3.0,11.5,750000,90.0
1267,1.0,3.0,11.5,385000,75.0
1268,1.0,3.0,3.0,149000,70.0
1269,1.0,2.0,3.0,160000,63.0
1270,2.0,4.0,5.0,479000,140.0
1271,2.0,3.0,1.0,520000,110.0
1272,1.0,2.0,3.0,149000,55.0
1273,2.0,3.0,3.0,285000,114.0
1274,1.0,2.0,4.0,260000,52.0
1275,3.0,5.5,11.5,850000,175.0
1276,1.0,3.0,1.0,249000,70.0
1277,1.0,2.0,0.5,139000,52.0
1278,1.0,2.0,11.5,175000,50.0
1279,2.0,3.0,1.0,369000,80.0
1280,1.0,3.0,3.0,229000,80.0
1281,1.0,3.0,3.0,269000,72.0
1282,1.0,3.0,7.0,249000,95.0
1283,1.0,3.0,1.0,199000,80.0
1284,1.0,2.0,0.5,219000,70.0
1285,2.0,4.0,2.0,540000,135.0
1286,2.0,3.0,11.5,495000,110.0
1287,2.0,3.0,0.3,278000,80.0
1288,1.0,3.0,6.0,359000,90.0
1289,1.0,3.0,6.0,290000,105.0
1290,1.0,2.0,1.0,185000,50.0
1291,2.0,3.0,2.0,390000,94.0
1292,2.0,4.0,0.3,620000,137.0
1293,2.0,4.0,2.0,259000,137.0
1294,1.0,3.0,4.0,398000,105.0
1295,1.0,2.0,0.3,229000,50.0
1296,1.0,2.0,3.0,245000,75.0
1297,1.0,2.0,0.5,219000,70.0
1298,3.5,4.0,11.5,1190000,294.0
1299,2.0,3.0,0.3,415000,122.0
1300,1.0,2.0,2.0,180000,63.0
1301,2.0,3.0,0.5,390000,96.0
1302,1.0,3.0,2.0,275000,90.0
1303,1.0,2.0,3.0,165000,59.0
1304,1.0,3.0,11.5,240000,90.0
1305,1.0,2.0,0.3,120000,50.0
1306,2.0,3.0,7.0,255000,99.0
1307,2.0,3.0,2.0,620000,180.0
